Year of reporting,*Stage-level CO2e available,Product name (and functional unit),Company,Country (where company is incorporated),Company's GICS Industry Group,Company's GICS Industry,*Company's sector,Product weight (kg),*Source for product weight,"Product's carbon footprint (PCF, kg CO2e)",*Carbon intensity,Protocol used for PCF,Relative change in PCF vs previous,Company-reported reason for change,*Change reason category,*%Upstream estimated from %Operations,*Upstream CO2e (fraction of total PCF),*Operations CO2e (fraction of total PCF),*Downstream CO2e (fraction of total PCF),*Transport CO2e (fraction of total PCF),*EndOfLife CO2e (fraction of total PCF)
2016,Yes,IC chips of Smartphone,MediaTek,Taiwan,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,"Computer, IT & telecom",0.1,Estimated from external data based on product description,1.719,17.19,GHGP,(not reported by company),N/a,N/a (no %change reported),Yes,0.7239,0.2761,0.0,,
2013,No,1 DVD Software Package,"Autodesk, Inc.",USA,Software & Services,Software,"Computer, IT & telecom",0.0907185,Estimated from external data based on product description,1.28,14.11,GHGP,-40.00%,Decrease from product manual removal and reduced packaging.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2014,Yes,DVD software,"Autodesk, Inc.",USA,Software & Services,Software,"Computer, IT & telecom",0.0907185,Estimated from external data based on product description,1.28,14.11,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.44049999999999995,0.1115,0.44789999999999996,0.4045,0.0435
2015,Yes,DVD software (1 DVD),"Autodesk, Inc.",USA,Software & Services,Not used for 2015 reporting,"Computer, IT & telecom",0.0907185,Estimated from external data based on product description,1.28,14.11,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.44049999999999995,0.1115,0.44799999999999995,0.4044,0.0435
2013,Yes,USB Software,"Autodesk, Inc.",USA,Software & Services,Software,"Computer, IT & telecom",0.0085,Estimated from external data based on product description,2.285,268.82,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.7554000000000001,0.0222,0.2224,0.2747,0.0269
2014,Yes,USB software,"Autodesk, Inc.",USA,Software & Services,Software,"Computer, IT & telecom",0.0085,Estimated from external data based on product description,2.29,269.41,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.6761,0.0222,0.3017,0.2747,0.0269
2015,Yes,USB software,"Autodesk, Inc.",USA,Software & Services,Not used for 2015 reporting,"Computer, IT & telecom",0.0085,Estimated from external data based on product description,2.29,269.41,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.6761,0.0222,0.3017,0.2747,0.027000000000000003
2015,Yes,DVD software (2 DVDs),"Autodesk, Inc.",USA,Software & Services,Not used for 2015 reporting,"Computer, IT & telecom",0.181437,Estimated from external data based on product description,1.67,9.2,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.4372,0.17129999999999998,0.39149999999999996,0.3556,0.0358
2016,No,Filtro 26 WS,Miquel Y Costas,Spain,Materials,Paper & Forest Products,Construction & commercial materials,1.0,As per company's submission to CDP,3.0,3.0,GHGP,-1.96%,During 2016 various energy efficiency projects were implemented and helped to decrease CO2 emissions per unit.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2013,No,Dell Laptop,MITIE Group,United Kingdom,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",2.32,Estimated from external data based on product description,320.0,137.93,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,No,"Kimberley-Clark toilet tissue, 10,000 sheets",MITIE Group,United Kingdom,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",4.2,Estimated from external data based on product description,20.0,4.76,ISO,-3.00%,Change in supplier,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2017,Yes,Paraformaldehyde,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,Chemicals,Chemicals,500.0,As per company's submission to CDP,200.0,0.4,Not reported,16.00%,N/a,No specific reason reported,Yes,0.565,0.2993,0.13570000000000002,0.13570000000000002,
2017,Yes,Methacrylic acid,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,Chemicals,Chemicals,20.0,As per company's submission to CDP,71.0,3.55,Not reported,11.00%,N/a,No specific reason reported,Yes,0.6444,0.34130000000000005,0.0143,0.0143,
2017,Yes,Hydrogen peroxide,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,Chemicals,Chemicals,20.0,As per company's submission to CDP,4.0,0.2,Not reported,0.20%,N/a,No specific reason reported,Yes,0.6522,0.3454,0.0024,0.0024,
2017,Yes,Amines,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,Chemicals,Chemicals,9.0,As per company's submission to CDP,8.0,0.89,Not reported,-2.00%,N/a,No specific reason reported,Yes,0.6368,0.3373,0.026000000000000002,0.026000000000000002,
2017,Yes,Peroxides,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,Chemicals,Chemicals,25.0,As per company's submission to CDP,42.0,1.68,Not reported,-0.40%,N/a,No specific reason reported,Yes,0.6382,0.33799999999999997,0.023799999999999998,0.023799999999999998,
2017,No,Super-pure hydrogen peroxide,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,Chemicals,Chemicals,17736.0,As per company's submission to CDP,6469.0,0.36,Not reported,-11.00%,"The delivery of super-pure hydrogen peroxide to ISR needs longer transport than other factories of customer. The delivery to ISR in FY2016 was less than FY2015. Therefore, the emissions of CO2 per unit of super-pure hydrogen peroxide decreased.",Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2017,Yes,ELM,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,Chemicals,Chemicals,160.0,As per company's submission to CDP,139.0,0.87,Not reported,-1.00%,"The container for BLU20 is heavier than the containers of other products, and BLU20 causes more CO2 emissions during its transport. The delivery of BLU20 in FY2016 was less than FY2015. Therefore, the emissions of CO2 per unit of ELM decreased.",Product carbon efficiency changed,Yes,0.0713,0.0377,0.8909999999999999,0.8909999999999999,
2017,Yes,TCDE,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,Chemicals,Chemicals,12000.0,As per company's submission to CDP,99075.0,8.26,Not reported,15.00%,N/a,No specific reason reported,Yes,0.6495000000000001,0.344,0.0066,0.0066,
2017,No,Zinc Oxide,"Mitsui Mining & Smelting Co., Ltd.",Japan,Capital Goods,Aerospace & Defense,Comm. equipm. & capital goods,20.0,As per company's submission to CDP,5.6724,0.28,WBCSD,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,No,500ml Coors Light brewed in the UK (steal can) CO2e expressed in CO2e/ hl,Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,100.0,As per company's submission to CDP,31.37,0.31,ISO,-0.49%,change in secondary packaging format from high cone to shrink film.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2013,No,"Carling brewed in the UK, 24 440ml cans in 4 packs",Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,12.029,Estimated from external data based on product description,3.02,0.25,ISO,-0.88%,Project to move to shrink film secondary packaging.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2014,No,"Carling brewed in the UK, 24 440ml cans in 4 packs",Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,12.029,Estimated from external data based on product description,3.07,0.26,Not reported,-0.55%,Can end light weighting project.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2013,No,"Carling brewed in the UK, 24 568ml cans in 4 packs",Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,15.53,Estimated from external data based on product description,2.06,0.13,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2014,No,"Carling brewed in the UK, 24 568ml cans in 4 packs",Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,15.53,Estimated from external data based on product description,2.0519,0.13,ISO,-1.07%,Can end light weighting project.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2014,Yes,"Coors Light brewed in the UK, 24 500ml cans in 4 packs",Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,13.67,Estimated from external data based on product description,3.732,0.27,ISO,-0.86%,Can end light weighting project.,Product carbon efficiency changed,No,0.6493000000000001,0.2858,0.0649,0.061399999999999996,
2015,Yes,Server,NEC Corporation,Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",19.28,Estimated from external data based on product description,1600.0,82.99,ISO,-53.00%,"To improve the product performance, especially to support operation in a 40 degree Celsius (104 degree Fahrenheit) environment. However, in comparison with the increasing of  product performance, the products are designed in an energy efficient way, which means products produce less CO2.",Product carbon efficiency changed,Yes,0.054000000000000006,0.0206,0.9254000000000001,0.0334,0.0012
2015,No,Broadband Routers,NEC Corporation,Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",0.816,Estimated from external data based on product description,56.0,68.63,ISO,-30.00%,"Generally speaking, performances on hardware products are improved year by year.",Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2015,Yes,Mobile Network Equipment,NEC Corporation,Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",19.28,Estimated from external data based on product description,10273.0,532.83,ISO,-4.00%,"Generally speaking, performances on hardware products are improved year by year.",Product carbon efficiency changed,Yes,0.0183,0.006999999999999999,0.9748,0.0,0.0001
2013,Yes,"1 dl cup of spray dried soluble Nescafé coffee ready to be drunk, at the consumers home",Nestlé,Switzerland,"Food, Beverage & Tobacco",Food Products,Food & Beverage,0.1,As per company's submission to CDP,0.07,0.7,French PEF,(not reported by company),N/a,N/a (no %change reported),No,0.2443,0.1603,0.5954,0.0458,
2014,No,Nescafé soluble coffee,Nestlé,Switzerland,"Food, Beverage & Tobacco",Food Products,Food & Beverage,0.1,As per company's submission to CDP,0.032,0.32,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Nescafé soluble coffee,Nestlé,Switzerland,Food & Beverage Processing,Not used for 2015 reporting,Food & Beverage,0.1,As per company's submission to CDP,0.032,0.32,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,Yes,Nescafé soluble coffee,Nestlé,Switzerland,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.12,As per company's submission to CDP,0.052,0.43,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.4961,0.1105,0.3934,0.0252,0.0
2013,Yes,"EcoShape  bottle of water (0.5 L): Serving of 500 ml of hydration to the consumer. The study examines the extraction and processing of all upstream raw materials to produce the products and packaging components; the manufacturing process; distribution logistics; product use and packaging disposal. The work has been conducted using the Ecoinvent database and SimaPro software.  Climate change impacts are measured in kg CO2 equivalents, following the IPCCs most recent methodology).  Scenario evaluations have been used to examine the importance of several variables in the product comparison. These include a range of possible consumer behaviours regarding the use of the products, such as conditions of refrigeration, washing of glasses, and disposal routes for packaging, among others.",Nestlé,Switzerland,"Food, Beverage & Tobacco",Food Products,Food & Beverage,0.54167,Estimated from external data based on product description,0.1405,0.26,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.45880000000000004,0.0492,0.49200000000000005,0.4421,
2014,Yes,EcoShape  bottle of water (0.5 L),Nestlé,Switzerland,"Food, Beverage & Tobacco",Food Products,Food & Beverage,0.54167,Estimated from external data based on product description,0.1405,0.26,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.4575,0.049100000000000005,0.49340000000000006,0.4409,0.0
2015,Yes,EcoShape bottle of water (0.5 L),Nestlé,Switzerland,Food & Beverage Processing,Not used for 2015 reporting,Food & Beverage,0.54167,Estimated from external data based on product description,0.1405,0.26,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.4575,0.049100000000000005,0.49340000000000006,0.4409,0.0
2016,Yes,EcoShape bottle of water (0.5 L),Nestlé,Switzerland,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.54167,Estimated from external data based on product description,0.1405,0.26,Not reported,(not reported by company),N/a,N/a (no %change reported),No,0.4575,0.049100000000000005,0.49340000000000006,0.4409,0.0
2013,Yes,"Nestlé Babyfood NaturNes packaging - plastic pot The good assessed:"" Packaging systems used to provide one baby food meal in France, Spain, and Germany"". The 200-g packaging size was selected as the basis for this study. (The total emissions in kg CO2-e per unit provided [in this report] is the figure for France as it is not possible to list all three data in one cell. Please find detail by country and life cycle stages in questiom SM3.2.b",Nestlé,Switzerland,"Food, Beverage & Tobacco",Food Products,Food & Beverage,0.02,Estimated from external data based on product description,0.184,9.2,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.44020000000000004,0.0761,0.48369999999999996,0.413,0.0707
2013,Yes,"Nestlé Babyfood NaturNes packaging - plastic pot The good assessed:"" Packaging systems used to provide one baby food meal in France, Spain, and Germany"". The 200-g packaging size was selected as the basis for this study. (The total emissions in kg CO2-e per unit provided [in this report] is the figure for France as it is not possible to list all three data in one cell. Please find detail by country and life cycle stages in questiom SM3.2.b",Nestlé,Switzerland,"Food, Beverage & Tobacco",Food Products,Food & Beverage,0.02,Estimated from external data based on product description,0.143,7.15,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.5664,0.1329,0.3007,0.2867,0.013999999999999999
