*PCF-ID,Year of reporting,*Stage-level CO2e available,Product name (and functional unit),Product detail,Company,Country (where company is incorporated),Company's GICS Industry Group,Company's GICS Industry,*Company's sector,Product weight (kg),*Source for product weight,"Product's carbon footprint (PCF, kg CO2e)",*Carbon intensity,Protocol used for PCF,Relative change in PCF vs previous,Company-reported reason for change,*Change reason category,*%Upstream estimated from %Operations,*Upstream CO2e (fraction of total PCF),*Operations CO2e (fraction of total PCF),*Downstream CO2e (fraction of total PCF),*Transport CO2e (fraction of total PCF),*EndOfLife CO2e (fraction of total PCF),*Adjustments to raw data (if any)
46807-1-2016,2016,No,H10311 - La vie est belle,Glass bottle for perfumery,BORMIOLI LUIGI,Italy,Materials,Containers & Packaging,Packaging for consumer goods,0.354,Estimated from external data based on product description,0.944,2.67,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
46807-2-2016,2016,No,H4953 - Armani IO 100 ml,Glass bottle for perfumery,BORMIOLI LUIGI,Italy,Materials,Containers & Packaging,Packaging for consumer goods,0.195,Estimated from external data based on product description,0.531,2.72,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
47200-1-2015,2015,Yes,H000 (Set-top Box),[Initial model’s Life cycle assessment result] -Material acquisition and pre-processing Stage: 7.622 kgCO2eq/EA (9.85%) -Production Stage: 1.310 kgCO2eq/EA (1.69%) -Distribution and storage Stage: 0.164 kgCO2eq/EA (0.21%) -Use Stage: 68.133 kgCO2eq/EA (88.06%) -End of Life Stage: 0.141 kgCO2eq/EA (0.18%) -Total: 7.622 kgCO2eq/EA (100%) -Weight: 1988.04g  [Derivative model’s Life cycle assessment result] -Material acquisition and pre-processing Stage: 4.633 kgCO2eq/EA (11.70%) -Production Stage: 0.635 kgCO2eq/EA (1.60%) -Distribution and storage Stage: 0.105 kgCO2eq/EA (0.26%) -Use Stage: 34.114 kgCO2eq/EA (86.16%) -End of Life Stage: 0.108 kgCO2eq/EA (0.27%) -Total: 39.594 kgCO2eq/EA (100%) -Weight: 1270.84,HUMAX ELECTRONICS CO LTD,South Korea,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1.98804,As per company's submission to CDP,79.188,39.83,ISO,-48.80%,"HUMAX contributed to reducing GHG emission associated with product use and weight compared to the energy consumption of initial model. Emission in initial product was 77.371kgCO2eq/EA. But derivative product was 39.594kgCO2eq/EA.  [Energy consumption] Initial model : 12.49W(use), 0.43W(standby) Derivative model : 5.8W(use), 0.32W(standby)  [Weight] Initial model : 1988.04g Derivative model : 1270.84g",Product carbon efficiency changed,No,11.75%,1.61%,86.60%,(included in up/downstream but not reported separately),0.05%,"Corrected %Change from ""+1%"" to ""-48.8%"" as per company-stated explanation for change; scaled stage-level CO2e in SM3.2b to match detailed figures given in product description; corrected GICS so that SetUp box would be grouped with IT sector"
47410-1-2014,2014,No,Tire,Tire,Maxxis International,Taiwan,Automobiles & Components,Auto Components,Automobiles & components,12.7,Estimated from external data based on product description,105.924,8.34,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
47498-1-2013,2013,Yes,Corrugated box average Corrugated box Sab miller,Field not included in 2013 data,CartOne S.r.l.,Italy,Materials,Containers & Packaging,Packaging for consumer goods,1,As per company's submission to CDP,1.16,1.16,EPD,(not reported by company),N/a,N/a (no %change reported),No,88.79%,11.21%,0.00%,(included in up/downstream but not reported separately),(included in downstream but not reported separately),None
47502-1-2013,2013,No,metal crown caps,Field not included in 2013 data,Fabrica de Tapas Bavaria,Colombia,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.00235,Estimated from external data based on product description,0.0004,0.17,GHGP,5.00%,"Implementation of LG project (0,22 mm metal sheets to 0,18 metal sheets) with machine adaptations caused lower efficiencies during commissioning period. For theses year now with machines completely converted to the new metal sheets (0,18 mm), we expect approx. 4 thousand ton of CO2 savings.",Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
47502-1-2014,2014,No,Crown caps,"0,18 mm metal crown caps",Fabrica de Tapas Bavaria,Colombia,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.00235,Estimated from external data based on product description,0.00043,0.18,GHGP,2.32%,"Lithography process to produce crown caps arts with more complex design, passing from 4 steps average in F14 to 5 lithography steps average in F15, for this reason we need more natural gas to produce one crown cap.",Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
48227-1-2013,2013,No,Sodium sulbactam 3,Field not included in 2013 data,SHENYANG DONGRUI,China,Materials,Chemicals,Chemicals,1,As per company's submission to CDP,70,70,Not reported,-1.40%,sulbactam 2 stop using the boiler and use steam,Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
48227-2-2013,2013,No,cyanodiester,Field not included in 2013 data,SHENYANG DONGRUI,China,Materials,Chemicals,Chemicals,1,As per company's submission to CDP,6,6,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
48354-1-2014,2014,No,480ml Bottle,480ml Bottle for contact lenses solutions,"YONYU Plastics (Shanghai) Co.,Ltd",USA,Materials,Containers & Packaging,Packaging for consumer goods,0.048,Estimated from external data based on product description,0.07,1.46,GHGP,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
48354-2-2014,2014,No,18mm Cap,18mm Cap for contact lenses solutions' bottle,"YONYU Plastics (Shanghai) Co.,Ltd",USA,Materials,Containers & Packaging,Packaging for consumer goods,0.0434,Estimated from external data based on product description,0.01,0.23,GHGP,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
48440-1-2016,2016,No,Fajar Board,1 side Coated Duplex Board - Grey Back,PT Fajar Surya Wisesa Tbk,Indonesia,Materials,Containers & Packaging,Packaging for consumer goods,1000,Estimated from external data based on product description,721,0.72,Not reported,3.00%,Our overall machine runnability is slightly worst than previous year. This machine need to be shutdown multiple times throughout the year and contribute to higher emission factors. Our electricity power still was generated but our machine need to be shutdown due to some problems make higher emission standard eventhough production capacity was less.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
48775-1-2013,2013,No,Stevia Sweeteners,Field not included in 2013 data,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",Food Products,Food & Beverage,1,As per company's submission to CDP,65.71,65.71,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
48775-2-2013,2013,No,Stevia Sweetener,Field not included in 2013 data,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",Food Products,Food & Beverage,1,As per company's submission to CDP,47.51,47.51,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
48775-3-2013,2013,No,Natural Flavors,Field not included in 2013 data,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",Food Products,Food & Beverage,1,As per company's submission to CDP,45.81,45.81,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
48775-4-2013,2013,No,Stevia Sweeteners,Field not included in 2013 data,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",Food Products,Food & Beverage,1,As per company's submission to CDP,74.64,74.64,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
50932-1-2015,2015,Yes,Tobacco,Tobacco [incl. cradle to gate (green tobacco) and subsequent processing],MI (Michaelleides),Greece,Tobacco,Not used for 2015 reporting,Food & Beverage,1,As per company's submission to CDP,0.7,0.7,GHGP,-24.70%,Energy efficiency initiative,Product carbon efficiency changed,No,57.14%,42.86%,0.00%,(included in up/downstream but not reported separately),(included in downstream but not reported separately),Combined product name and description across SM3.2a and SM3.2b; explanation for change as per CDP SM3.2c
511-2-2014,2014,Yes,Semi-finished aluminum sheet (hot rolled products),Coils of hot rolled aluminum sheet delivered to customers,Alcoa Corp.,USA,Materials,Metals & Mining,Construction & commercial materials,1000,As per company's submission to CDP,3940,3.94,ISO,-19.00%,"Based on the attached 2013 study in conjunction with our Aluminum Association, the ""cradle to gate"" GHG emissions associated with producing hot rolled sheet products has been improved by 19% since 2005. (see pages 98-104)",Product carbon efficiency changed,Yes,26.42%,73.58%,0.00%,(included in up/downstream but not reported separately),(included in downstream but not reported separately),"Changed sign of %Change from ""+"" to ""-"" based on company's explanation for change"
511-2-2016,2016,No,Semi-finished aluminum sheet (hot rolled products),Coils of hot rolled aluminum sheet delivered to customers,Alcoa Corp.,USA,Materials,Metals & Mining,Construction & commercial materials,1000,As per company's submission to CDP,410,0.41,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
511-3-2014,2014,No,Semi-finished aluminum sheet (cold rolled products),Coils of cold rolled aluminum sheet delivered to customers,Alcoa Corp.,USA,Materials,Metals & Mining,Construction & commercial materials,1000,As per company's submission to CDP,5340,5.34,Not reported,-19.00%,"Based on the attached 2013 study in conjunction with our Aluminum Association, the ""cradle to gate"" GHG emissions associated with producing hot rolled sheet products has been improved by 19% since 2005. (see pages 98-104)",Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),"Changed sign of %Change from ""+"" to ""-"" based on company's explanation for change"
511-3-2016,2016,No,Semi-finished aluminum sheet (cold rolled products),Coils of cold rolled aluminum sheet delivered to customers,Alcoa Corp.,USA,Materials,Metals & Mining,Construction & commercial materials,1000,As per company's submission to CDP,410,0.41,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
511-4-2016,2016,No,Alumina,Alumina produced for customers,Alcoa Corp.,USA,Materials,Metals & Mining,Construction & commercial materials,1000,As per company's submission to CDP,2219,2.22,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
511-5-2016,2016,No,Primary aluminum ingot,Aluminum ingots delivered to customers,Alcoa Corp.,USA,Materials,Metals & Mining,Construction & commercial materials,1000,As per company's submission to CDP,6512,6.51,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
511-7-2016,2016,No,Cast aluminum products,Cast aluminum products to customers,Alcoa Corp.,USA,Materials,Metals & Mining,Construction & commercial materials,1000,As per company's submission to CDP,720,0.72,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
51489-1-2014,2014,No,kettle,glass kettle,DRAGON WILL ENTERPRISE,China,Consumer Durables & Apparel,Household Durables,"Home durables, textiles, & equipment",1.3,Estimated from external data based on product description,50,38.46,Bilan Carbone,5.00%,some emision predict have been worked,Model and/or parameters changed (but not product),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),"Sum of LCA emissions were a factor of 10 smaller than the total emissions figure, LCA stage emissions were multiplied by 10"
52397-1-2016,2016,No,aluminium wheel,aluminium wheel,ZHEJIANG WANFENG AUTO WHEEL CO LTD,China,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,1,As per company's submission to CDP,2.923,2.92,Not reported,-11.50%,"Energy conservation and emissions reduction, technical innovation",Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
5344-1-2013,2013,Yes,Vaccum Cleaners (Canisters & Uprights),Field not included in 2013 data,Electrolux,Sweden,Consumer Durables & Apparel,Household Durables,"Home durables, textiles, & equipment",6.4,Estimated from external data based on product description,409,63.91,EUPEF,(not reported by company),N/a,N/a (no %change reported),Yes,7.03%,1.77%,91.20%,2.20%,3.67%,None
5344-1-2014,2014,Yes,Vaccum Cleaners,Canisters & Uprights,Electrolux,Sweden,Consumer Durables & Apparel,Household Durables,"Home durables, textiles, & equipment",6.4,Estimated from external data based on product description,409,63.91,EUPEF,(not reported by company),N/a,N/a (no %change reported),Yes,7.03%,1.77%,91.20%,2.20%,3.67%,None
5344-1-2015,2015,Yes,Vaccum Cleaners,Canisters & Uprights,Electrolux,Sweden,"Consumer Durables, Household and Personal Products",Not used for 2015 reporting,"Home durables, textiles, & equipment",6.4,Estimated from external data based on product description,409,63.91,Not reported,(not reported by company),N/a,N/a (no %change reported),Yes,7.03%,1.77%,91.20%,2.20%,3.67%,None
5414-1-2013,2013,Yes,"Notebook (Classmate PC) E11IS is manufactured & designed by ECS's factory located in eastern China, its GHG emission inventoried in 2012 by methodology of PAS 2050:2011 and verified by SGS ready.","Notebook (Classmate PC) E11IS is manufactured & designed by ECS's factory located in eastern China, its GHG emission inventoried in 2012 by methodology of PAS 2050:2011 and verified by SGS ready.","Elitegroup computer systems co., Ltd.",Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",1.3,Estimated from external data based on product description,213.17,163.98,PAS2050,(not reported by company),N/a,N/a (no previous data available),No,97.98%,2.02%,0.00%,(included in up/downstream but not reported separately),(included in downstream but not reported separately),None
5414-3-2013,2013,No,"30L desktop model vBeijing2_I for design stage plus manufacturing stage, made by ECS's factory loacted in southern China (GHG emission inventoried in 2012 by methodology of ISO 14064-1 and allocation basis by weight)","30L desktop model vBeijing2_I for design stage plus manufacturing stage, made by ECS's factory loacted in southern China (GHG emission inventoried in 2012 by methodology of ISO 14064-1 and allocation basis by weight)","Elitegroup computer systems co., Ltd.",Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",9.26,Estimated from external data based on product description,1.672,0.18,GHGP,-7.93%,N/a,No specific reason reported,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Streamlined product description
61026-1-2016,2016,No,Beedwire 0.96,bronze coated steel wire,WOLF,Germany,Automobiles & Components,Auto Components,Automobiles & components,450,Estimated from external data based on product description,502,1.12,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
61026-2-2016,2016,No,Beedwire 1.27,bronze coated steel wire,WOLF,Germany,Automobiles & Components,Auto Components,Automobiles & components,450,Estimated from external data based on product description,446,0.99,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
6860-10-2017,2017,Yes,S3840cdn,Color Smart Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",26,Estimated from external data based on product description,2300,88.46,ISO,(not reported by company),N/a,N/a (no %change reported),No,8.32%,0.21%,91.47%,1.75%,2.19%,"GRI changed to ""Technology Hardware & Equipment"" to align with Fiju Xerox' prvious years' reporting"
6860-11-2017,2017,Yes,S3845cdn,Color Smart Multifunction Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",33,Estimated from external data based on product description,2400,72.73,ISO,(not reported by company),N/a,N/a (no %change reported),No,10.92%,0.21%,88.87%,2.06%,2.77%,"GRI changed to ""Technology Hardware & Equipment"" to align with Fiju Xerox' prvious years' reporting"
6860-1-2013,2013,Yes,C1760nw Perinter,Field not included in 2013 data,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",13,Estimated from external data based on product description,491,37.77,GHGP,15.00%,N/a,No specific reason reported,No,14.26%,3.87%,81.87%,0.41%,(included in downstream but not reported separately),None
6860-2-2013,2013,Yes,2150cdn  printer,Field not included in 2013 data,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",24,Estimated from external data based on product description,573,23.88,GHGP,15.00%,N/a,No specific reason reported,No,12.57%,3.32%,84.12%,0.35%,(included in downstream but not reported separately),None
6860-3-2014,2014,Yes,C2660dn,Color Laser Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",25.600753,Estimated from external data based on product description,1400,54.69,ISO,5.00%,N/a,No specific reason reported,No,11.83%,2.07%,86.10%,1.40%,3.40%,None
6860-3-2015,2015,Yes,C2660dn,Color Laser Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",25.600753,Estimated from external data based on product description,1400,54.69,ISO,5.00%,N/a,No specific reason reported,No,11.83%,2.07%,86.10%,1.40%,3.40%,None
6860-3-2017,2017,Yes,C2660dn,Color Laser Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",25.600753,Estimated from external data based on product description,1400,54.69,ISO,(not reported by company),N/a,N/a (no %change reported),No,11.83%,2.07%,86.10%,1.40%,3.40%,"GRI changed to ""Technology Hardware & Equipment"" to align with Fiju Xerox' prvious years' reporting"
6860-4-2014,2014,Yes,C2665dnf,Color Laser Multifunction Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",115,Estimated from external data based on product description,1500,13.04,ISO,5.00%,N/a,No specific reason reported,No,15.58%,1.51%,82.92%,(included in up/downstream but not reported separately),4.38%,None
6860-4-2015,2015,Yes,C2665dnf,Color Laser Multifunction Printe,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",115,Estimated from external data based on product description,1500,13.04,ISO,5.00%,N/a,No specific reason reported,No,14.00%,1.53%,84.47%,(included in up/downstream but not reported separately),4.47%,None
6860-5-2017,2017,Yes,H625cdw,Color Cloud Multifunction Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",31.7,Estimated from external data based on product description,1200,37.85,ISO,(not reported by company),N/a,N/a (no %change reported),No,15.22%,2.11%,82.67%,1.78%,3.97%,"GRI changed to ""Technology Hardware & Equipment"" to align with Fiju Xerox' prvious years' reporting"
6860-6-2017,2017,Yes,H815dw,Cloud Multifunction Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",19,Estimated from external data based on product description,2300,121.05,ISO,(not reported by company),N/a,N/a (no %change reported),No,5.64%,0.61%,93.75%,0.69%,1.95%,"GRI changed to ""Technology Hardware & Equipment"" to align with Fiju Xerox' prvious years' reporting"
6860-7-2017,2017,Yes,H825cdw,Color Cloud Multifunction Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",31.7,Estimated from external data based on product description,1300,41.01,ISO,(not reported by company),N/a,N/a (no %change reported),No,14.14%,1.96%,83.90%,1.65%,3.69%,"GRI changed to ""Technology Hardware & Equipment"" to align with Fiju Xerox' prvious years' reporting"
6860-8-2017,2017,Yes,S2815dn,Smart Multifunction Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",19,Estimated from external data based on product description,2300,121.05,ISO,(not reported by company),N/a,N/a (no %change reported),No,5.64%,0.61%,93.75%,0.69%,1.95%,"GRI changed to ""Technology Hardware & Equipment"" to align with Fiju Xerox' prvious years' reporting"
6860-9-2017,2017,Yes,S2825cdn,Color Smart Multifunction Printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",31.7,Estimated from external data based on product description,1300,41.01,ISO,(not reported by company),N/a,N/a (no %change reported),No,14.14%,1.96%,83.90%,1.65%,3.69%,"GRI changed to ""Technology Hardware & Equipment"" to align with Fiju Xerox' prvious years' reporting"
6874-1-2013,2013,Yes,Desk Top PC  ESPRIMO ?582/?,Field not included in 2013 data,Fujitsu Ltd.,Japan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",5.89,Estimated from external data based on product description,140.1,23.79,ISO,-16.20%,?Use phase: -7.9 % ?Power consamption reduction ? ?Material phase: - 22.4% ?Component weight reduction ?,Product carbon efficiency changed,Yes,0.93%,0.35%,98.72%,0.64%,56.85%,None
6874-1-2014,2014,Yes,Desk top personal computer,"Desk Top PC ESPRIMO ?582/?  Our highly energy efficient model, along with international energy star program. Developed in 2012.",Fujitsu Ltd.,Japan,Software & Services,IT Services,"Computer, IT & telecom",5.89,Estimated from external data based on product description,140.1,23.79,ISO,-16.20%,Electricity consumption is 7.9% reduced in use stage. CO2 emission in material stage is 22.4% reduced caused by cut of the number of parts.,Product carbon efficiency changed,No,53.78%,1.28%,44.94%,0.64%,3.07%,None
6874-3-2017,2017,No,Server,"Blade server ""PRIMERGY BX2560 M2"" developed in FY2016.",Fujitsu Ltd.,Japan,Software & Services,Software,"Computer, IT & telecom",7,Estimated from external data based on product description,690,98.57,ISO,-6.80%,"Compared to ""PRIMERGY BX2560M1"", which is the same series developed in the previous year. -7.3% reduction in the use stage of LCA caused by reduction of electricity consumption.",Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
7164-1-2013,2013,No,Average of all GM vehicles produced and used in the 10 year life-cycle.,Average of all GM vehicles produced and used in the 10 year life-cycle.,General Motors Company,USA,Automobiles & Components,Automobiles,Automobiles & components,1820.086,Estimated from external data based on product description,27588,15.16,GHGP,5.00%,"Increased scope of reporting accounted for the 5% increase.  Scope 1 and 2 absolute emissions reduced by 2% from 2011 and Business Travel decreased by 5%, however the increased reporting accuracy accounted for a net increase of 5%.",Model/parameters AND product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Streamlined name of product/description across all 5 entries for this company
7164-1-2014,2014,Yes,Average of all GM vehicles produced and used in the 10 year life-cycle.,Average of all GM vehicles produced and used in the 10 year life-cycle.,General Motors Company,USA,Automobiles & Components,Automobiles,Automobiles & components,1820.086,Estimated from external data based on product description,33933,18.64,GHGP,10.00%,"Change in methodology for purchased goods and services caused an increase in overall carbon footprint.  Equalizing methodologies, GM's vehicle emissions reduced by 3% year over year from 2012.",Model/parameters AND product carbon efficiency changed,Yes,1.90%,0.59%,97.51%,(included in up/downstream but not reported separately),(included in downstream but not reported separately),Streamlined name of product/description across all 5 entries for this company
7164-1-2015,2015,Yes,Average of all GM vehicles produced and used in the 10 year life-cycle.,Average of all GM vehicles produced and used in the 10 year life-cycle.,General Motors Company,USA,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1820.086,Estimated from external data based on product description,39100,21.48,GHGP,15.00%,"Increased granularity for purchased goods and services, capital goods, and transportation caused an increase in overall carbon footprint.  Equalizing methodologies, GM's vehicle emissions reduced by 2% year over year from 2013 and our scope 1 and 2 emissions reduced in intensity by 3%.",Model/parameters AND product carbon efficiency changed,Yes,1.61%,0.50%,97.89%,(included in up/downstream but not reported separately),(included in downstream but not reported separately),None
7164-1-2016,2016,No,Average GM Vehicle,Average of all GM vehicles produced and used in the 10 year life-cycle or GM's total carbon footprint.,General Motors Company,USA,Automobiles & Components,Auto Components,Automobiles & components,1820.086,Estimated from external data based on product description,36386,19.99,GHGP,3.00%,Increase production of 6.6% and 3% sales caused increased emissions with offsets from reduction in vehicle emissions and manufacturing energy  efficiency resulted in only a 3% increase in GHG emissions based on GM's total carbon footprint.,Model/parameters AND product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
7283-1-2013,2013,Yes,Cast iron pipes and fittings,Field not included in 2013 data,Georg Fischer,Switzerland,Capital Goods,Machinery,Comm. equipm. & capital goods,1,As per company's submission to CDP,2.42,2.42,Not reported,(not reported by company),N/a,N/a (no %change reported),No,82.64%,16.53%,0.83%,0.83%,0.00%,Total emissions set to sum of LCA stage emissions
